,Place,Points,Name,PDGA#,Rating,Par,Rd1,Unnamed: 7,Rd2,Unnamed: 9,Rd3,Unnamed: 11,Finals,Unnamed: 13,Total,Prize,event,Rd4,Unnamed: 4,Unnamed: 6,Unnamed: 8,Semis,Unnamed: 10,Unnamed: 12,Prize (USD),Rd5,Rd6,Unnamed: 14,Rd7,Unnamed: 16,Rd8,Unnamed: 18,Unnamed: 20,Unnamed: 22,Unnamed: 5,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 24
64,63,0.0,Andrew Rich,14349.0,977.0,,52,,52.0,,76.0,,,,400,,2003 PDGA Professional Disc Golf World Championships,54.0,,986.0,1006.0,54.0,954.0,984.0,,56.0,56.0,956.0,,964.0,,,974.0,,,,,,,,
65,63,0.0,Jon Drummond,7350.0,985.0,,53,,58.0,,69.0,,,,400,,2003 PDGA Professional Disc Golf World Championships,59.0,,996.0,945.0,51.0,1004.0,937.0,,56.0,54.0,956.0,,983.0,,,1004.0,,,,,,,,
66,67,0.0,Chris barley Kirby,17683.0,950.0,,53,,57.0,,78.0,,,,401,,2003 PDGA Professional Disc Golf World Championships,54.0,,976.0,958.0,54.0,940.0,974.0,,53.0,52.0,992.0,,1002.0,,,974.0,,,,,,,,
67,67,0.0,Chris Olinger,15653.0,962.0,,56,,60.0,,72.0,,,,401,,2003 PDGA Professional Disc Golf World Championships,53.0,,946.0,930.0,54.0,983.0,984.0,,50.0,56.0,1021.0,,964.0,,,974.0,,,,,,,,
68,69,0.0,Erik Drummond,7349.0,981.0,,55,,55.0,,72.0,,,,402,,2003 PDGA Professional Disc Golf World Championships,57.0,,956.0,977.0,53.0,983.0,956.0,,57.0,53.0,946.0,,993.0,,,984.0,,,,,,,,
69,70,0.0,Patrick Sweeney,16446.0,984.0,,57,,57.0,,74.0,,,,403,,2003 PDGA Professional Disc Golf World Championships,55.0,,936.0,958.0,56.0,968.0,964.0,,53.0,51.0,992.0,,1012.0,,,955.0,,,,,,,,
70,71,0.0,Matt Tittle,4622.0,1000.0,,62,,53.0,,72.0,,,,404,,2003 PDGA Professional Disc Golf World Championships,52.0,,911.0,993.0,56.0,983.0,994.0,,51.0,58.0,1011.0,,945.0,,,955.0,,,,,,,,
71,72,0.0,Joe albert Garcia,6958.0,990.0,,55,,55.0,,73.0,,,,405,,2003 PDGA Professional Disc Golf World Championships,57.0,,977.0,974.0,56.0,976.0,956.0,,55.0,54.0,966.0,,983.0,,,955.0,,,,,,,,
72,73,0.0,Bamba Rico,4667.0,993.0,,57,,51.0,,70.0,,,,472,,2003 PDGA Professional Disc Golf World Championships,55.0,,958.0,1012.0,126.0,997.0,975.0,,54.0,59.0,975.0,,935.0,,,,,,,,,,,
73,74,0.0,Mike Schwieger,18078.0,978.0,,51,,61.0,,77.0,,,,350,,2003 PDGA Professional Disc Golf World Championships,55.0,,996.0,920.0,,947.0,964.0,,53.0,53.0,992.0,,993.0,,,,,,,,,,,
74,74,0.0,Tony Tran,15291.0,992.0,,55,,58.0,,78.0,,,,350,,2003 PDGA Professional Disc Golf World Championships,54.0,,977.0,945.0,,940.0,974.0,,51.0,54.0,1011.0,,983.0,,,,,,,,,,,
75,74,0.0,James Hagen,6943.0,978.0,,52,,57.0,,79.0,,,,350,,2003 PDGA Professional Disc Golf World Championships,54.0,,986.0,958.0,,932.0,974.0,,54.0,54.0,983.0,,983.0,,,,,,,,,,,
76,74,0.0,Glen Oliviero,6905.0,979.0,,56,,53.0,,71.0,,,,350,,2003 PDGA Professional Disc Golf World Championships,57.0,,968.0,993.0,,990.0,956.0,,56.0,57.0,956.0,,954.0,,,,,,,,,,,
77,74,0.0,Bryan Motley,11571.0,968.0,,58,,55.0,,73.0,,,,350,,2003 PDGA Professional Disc Golf World Championships,50.0,,949.0,974.0,,976.0,1013.0,,55.0,59.0,973.0,,935.0,,,,,,,,,,,
78,79,0.0,Matt Goodwin,23416.0,,,54,,57.0,,77.0,,,,351,,2003 PDGA Professional Disc Golf World Championships,56.0,,966.0,958.0,,947.0,955.0,,52.0,55.0,1002.0,,973.0,,,,,,,,,,,
79,79,0.0,Timothy e. Walsh,11047.0,976.0,,58,,54.0,,73.0,,,,351,,2003 PDGA Professional Disc Golf World Championships,53.0,,949.0,983.0,,976.0,984.0,,55.0,58.0,973.0,,945.0,,,,,,,,,,,
80,81,0.0,Mike Byrne,3584.0,981.0,,58,,49.0,,75.0,,,,352,,2003 PDGA Professional Disc Golf World Championships,57.0,,926.0,1034.0,,961.0,956.0,,57.0,56.0,946.0,,964.0,,,,,,,,,,,
81,81,0.0,Michael Kernan,14304.0,965.0,,56,,53.0,,72.0,,,,352,,2003 PDGA Professional Disc Golf World Championships,54.0,,946.0,996.0,,983.0,984.0,,58.0,59.0,936.0,,935.0,,,,,,,,,,,
82,83,0.0,Cameron Rauenhorst,13664.0,981.0,,63,,58.0,,77.0,,,,353,,2003 PDGA Professional Disc Golf World Championships,52.0,,901.0,945.0,,947.0,994.0,,55.0,48.0,973.0,,1040.0,,,,,,,,,,,
83,83,0.0,Iqbal Jehan,11258.0,978.0,,63,,54.0,,74.0,,,,353,,2003 PDGA Professional Disc Golf World Championships,54.0,,877.0,987.0,,968.0,978.0,,54.0,54.0,975.0,,984.0,,,,,,,,,,,
84,83,0.0,John Willard,20180.0,958.0,,57,,59.0,,71.0,,,,353,,2003 PDGA Professional Disc Golf World Championships,59.0,,958.0,935.0,,990.0,925.0,,52.0,55.0,1002.0,,973.0,,,,,,,,,,,
85,83,0.0,Jerry Harrison,12338.0,976.0,,50,,59.0,,73.0,,,,353,,2003 PDGA Professional Disc Golf World Championships,59.0,,1006.0,939.0,,976.0,930.0,,56.0,56.0,956.0,,965.0,,,,,,,,,,,
86,83,0.0,Gibson Holub,10540.0,977.0,,51,,57.0,,75.0,,,,353,,2003 PDGA Professional Disc Golf World Championships,57.0,,996.0,958.0,,961.0,956.0,,54.0,59.0,975.0,,935.0,,,,,,,,,,,
87,88,0.0,Kevin Macdonald,17351.0,960.0,,55,,56.0,,75.0,,,,354,,2003 PDGA Professional Disc Golf World Championships,59.0,,977.0,964.0,,961.0,925.0,,57.0,52.0,954.0,,1002.0,,,,,,,,,,,
88,88,0.0,Jeff Lagrassa,12616.0,935.0,,56,,58.0,,76.0,,,,354,,2003 PDGA Professional Disc Golf World Championships,54.0,,946.0,949.0,,954.0,974.0,,56.0,54.0,963.0,,983.0,,,,,,,,,,,
89,88,0.0,Chris Albert,15494.0,956.0,,53,,58.0,,71.0,,,,354,,2003 PDGA Professional Disc Golf World Championships,60.0,,996.0,945.0,,990.0,927.0,,56.0,56.0,956.0,,964.0,,,,,,,,,,,
90,88,0.0,Travis Reynolds,2009.0,980.0,,55,,51.0,,80.0,,,,354,,2003 PDGA Professional Disc Golf World Championships,55.0,,956.0,1015.0,,925.0,964.0,,56.0,57.0,963.0,,954.0,,,,,,,,,,,
91,92,0.0,Travis Flett,13179.0,984.0,,57,,57.0,,76.0,,,,355,,2003 PDGA Professional Disc Golf World Championships,55.0,,958.0,955.0,,954.0,964.0,,55.0,55.0,973.0,,973.0,,,,,,,,,,,
92,92,0.0,Devin Brown,18795.0,950.0,,53,,57.0,,77.0,,,,355,,2003 PDGA Professional Disc Golf World Championships,53.0,,996.0,955.0,,947.0,984.0,,57.0,58.0,954.0,,945.0,,,,,,,,,,,
93,94,0.0,Chris Jeffers,13779.0,962.0,,54,,59.0,,75.0,,,,356,,2003 PDGA Professional Disc Golf World Championships,58.0,,966.0,939.0,,961.0,935.0,,55.0,55.0,973.0,,973.0,,,,,,,,,,,
94,94,0.0,Jim Kroutch,9871.0,974.0,,54,,60.0,,73.0,,,,356,,2003 PDGA Professional Disc Golf World Championships,53.0,,966.0,930.0,,976.0,984.0,,60.0,56.0,925.0,,964.0,,,,,,,,,,,
95,94,0.0,Cary Trotter,19147.0,957.0,,52,,56.0,,80.0,,,,356,,2003 PDGA Professional Disc Golf World Championships,50.0,,1006.0,964.0,,925.0,1013.0,,61.0,57.0,916.0,,954.0,,,,,,,,,,,
96,94,0.0,David potatoes Dollar,9434.0,981.0,,55,,56.0,,76.0,,,,356,,2003 PDGA Professional Disc Golf World Championships,49.0,,956.0,968.0,,954.0,1023.0,,57.0,63.0,954.0,,897.0,,,,,,,,,,,
97,98,0.0,Kris Bammert,17223.0,956.0,,60,,56.0,,76.0,,,,357,,2003 PDGA Professional Disc Golf World Championships,57.0,,907.0,968.0,,954.0,945.0,,55.0,53.0,973.0,,993.0,,,,,,,,,,,
98,98,0.0,Dale Patterson,4121.0,937.0,,56,,61.0,,73.0,,,,357,,2003 PDGA Professional Disc Golf World Championships,58.0,,946.0,920.0,,976.0,939.0,,54.0,55.0,975.0,,974.0,,,,,,,,,,,
99,98,0.0,Nelson Bennett,9586.0,960.0,,54,,55.0,,74.0,,,,357,,2003 PDGA Professional Disc Golf World Championships,62.0,,966.0,977.0,,968.0,908.0,,54.0,58.0,975.0,,945.0,,,,,,,,,,,
100,98,0.0,Bobby Cummings,19391.0,901.0,,57,,54.0,,78.0,,,,357,,2003 PDGA Professional Disc Golf World Championships,54.0,,936.0,987.0,,940.0,974.0,,56.0,58.0,963.0,,945.0,,,,,,,,,,,
101,102,0.0,Jim Garnett,10712.0,965.0,,51,,59.0,,75.0,,,,358,,2003 PDGA Professional Disc Golf World Championships,55.0,,996.0,939.0,,961.0,964.0,,61.0,57.0,916.0,,954.0,,,,,,,,,,,
102,103,0.0,Gary Sandoval,4778.0,936.0,,57,,58.0,,75.0,,,,359,,2003 PDGA Professional Disc Golf World Championships,57.0,,936.0,949.0,,961.0,945.0,,60.0,52.0,925.0,,1002.0,,,,,,,,,,,
103,103,0.0,Bob Dodge,4690.0,990.0,,59,,55.0,,71.0,,,,359,,2003 PDGA Professional Disc Golf World Championships,57.0,,939.0,974.0,,990.0,945.0,,60.0,57.0,925.0,,954.0,,,,,,,,,,,
104,105,0.0,Tony Inzana,15770.0,970.0,,61,,54.0,,75.0,,,,360,,2003 PDGA Professional Disc Golf World Championships,57.0,,897.0,987.0,,961.0,945.0,,56.0,57.0,963.0,,954.0,,,,,,,,,,,
105,105,0.0,Jerry Davis,14045.0,965.0,,55,,62.0,,74.0,,,,360,,2003 PDGA Professional Disc Golf World Championships,54.0,,956.0,911.0,,968.0,974.0,,58.0,57.0,944.0,,954.0,,,,,,,,,,,
106,105,0.0,Bradley Childers,4109.0,974.0,,57,,55.0,,77.0,,,,360,,2003 PDGA Professional Disc Golf World Championships,56.0,,936.0,977.0,,947.0,955.0,,56.0,59.0,963.0,,935.0,,,,,,,,,,,
107,108,0.0,Al Schwartz,7291.0,947.0,,60,,59.0,,78.0,,,,362,,2003 PDGA Professional Disc Golf World Championships,56.0,,930.0,935.0,,940.0,955.0,,56.0,53.0,963.0,,993.0,,,,,,,,,,,
108,108,0.0,Toby Trichell,17438.0,,,52,,61.0,,80.0,,,,362,,2003 PDGA Professional Disc Golf World Championships,52.0,,986.0,920.0,,925.0,994.0,,56.0,61.0,963.0,,916.0,,,,,,,,,,,
109,110,0.0,Emmett Cosgrove,16352.0,964.0,,56,,54.0,,74.0,,,,363,,2003 PDGA Professional Disc Golf World Championships,58.0,,946.0,987.0,,968.0,946.0,,64.0,57.0,878.0,,954.0,,,,,,,,,,,
110,110,0.0,Donald Barrette,17014.0,950.0,,57,,55.0,,77.0,,,,363,,2003 PDGA Professional Disc Golf World Championships,60.0,,936.0,977.0,,947.0,916.0,,55.0,59.0,973.0,,935.0,,,,,,,,,,,
111,110,0.0,David Parnell,18272.0,936.0,,56,,57.0,,78.0,,,,363,,2003 PDGA Professional Disc Golf World Championships,53.0,,946.0,958.0,,940.0,984.0,,58.0,61.0,944.0,,916.0,,,,,,,,,,,
112,113,0.0,Steve Moll,13369.0,943.0,,57,,56.0,,79.0,,,,364,,2003 PDGA Professional Disc Golf World Championships,58.0,,936.0,968.0,,932.0,935.0,,56.0,58.0,963.0,,945.0,,,,,,,,,,,
113,114,0.0,Markham c. Reed,7761.0,954.0,,60,,63.0,,74.0,,,,365,,2003 PDGA Professional Disc Golf World Championships,57.0,,907.0,901.0,,968.0,949.0,,55.0,56.0,966.0,,965.0,,,,,,,,,,,
114,114,0.0,Shane Robinson,21563.0,949.0,,57,,57.0,,73.0,,,,365,,2003 PDGA Professional Disc Golf World Championships,62.0,,936.0,958.0,,976.0,896.0,,59.0,57.0,935.0,,954.0,,,,,,,,,,,
115,114,0.0,Jon Van deurzen,14324.0,931.0,,56,,58.0,,76.0,,,,365,,2003 PDGA Professional Disc Golf World Championships,58.0,,946.0,949.0,,954.0,935.0,,58.0,59.0,944.0,,935.0,,,,,,,,,,,
116,117,0.0,James Temple,15271.0,938.0,,58,,60.0,,76.0,,,,366,,2003 PDGA Professional Disc Golf World Championships,56.0,,926.0,930.0,,954.0,955.0,,58.0,58.0,944.0,,945.0,,,,,,,,,,,
117,118,0.0,Robert Cox,5785.0,975.0,,57,,56.0,,79.0,,,,367,,2003 PDGA Professional Disc Golf World Championships,60.0,,936.0,968.0,,932.0,916.0,,60.0,55.0,925.0,,973.0,,,,,,,,,,,
118,118,0.0,Todd Kozlencer,13775.0,949.0,,55,,60.0,,79.0,,,,367,,2003 PDGA Professional Disc Golf World Championships,57.0,,956.0,930.0,,932.0,945.0,,58.0,58.0,944.0,,945.0,,,,,,,,,,,
119,118,0.0,Steven Johnston,12873.0,952.0,,55,,58.0,,78.0,,,,367,,2003 PDGA Professional Disc Golf World Championships,58.0,,956.0,949.0,,940.0,935.0,,59.0,59.0,935.0,,935.0,,,,,,,,,,,
120,121,0.0,Richard Poplin,17747.0,954.0,,55,,59.0,,76.0,,,,368,,2003 PDGA Professional Disc Golf World Championships,59.0,,956.0,939.0,,954.0,925.0,,59.0,60.0,935.0,,925.0,,,,,,,,,,,
121,122,0.0,Brooke Plantz,16754.0,953.0,,59,,59.0,,80.0,,,,369,,2003 PDGA Professional Disc Golf World Championships,56.0,,916.0,939.0,,925.0,955.0,,58.0,57.0,944.0,,954.0,,,,,,,,,,,
122,122,0.0,Patrick Hamill,17230.0,921.0,,58,,57.0,,77.0,,,,369,,2003 PDGA Professional Disc Golf World Championships,59.0,,926.0,958.0,,947.0,925.0,,56.0,62.0,963.0,,906.0,,,,,,,,,,,
123,124,0.0,Jeff Jacquart,10749.0,955.0,,52,,60.0,,77.0,,,,370,,2003 PDGA Professional Disc Golf World Championships,62.0,,986.0,930.0,,947.0,896.0,,62.0,57.0,906.0,,954.0,,,,,,,,,,,
124,125,0.0,Evan Brummet,14763.0,957.0,,60,,59.0,,85.0,,,,371,,2003 PDGA Professional Disc Golf World Championships,52.0,,907.0,939.0,,889.0,994.0,,55.0,60.0,973.0,,925.0,,,,,,,,,,,
125,126,0.0,Michael Durco,13559.0,945.0,,58,,62.0,,77.0,,,,372,,2003 PDGA Professional Disc Golf World Championships,59.0,,926.0,911.0,,947.0,925.0,,57.0,59.0,954.0,,935.0,,,,,,,,,,,
126,127,0.0,Mike kuzi Susanin,7114.0,936.0,,66,,57.0,,77.0,,,,374,,2003 PDGA Professional Disc Golf World Championships,60.0,,873.0,955.0,,947.0,916.0,,57.0,57.0,954.0,,954.0,,,,,,,,,,,
127,127,0.0,Dominic Smith,18348.0,956.0,,60,,64.0,,76.0,,,,374,,2003 PDGA Professional Disc Golf World Championships,56.0,,907.0,892.0,,954.0,959.0,,59.0,59.0,927.0,,936.0,,,,,,,,,,,
128,127,0.0,John Steele,14982.0,937.0,,57,,57.0,,81.0,,,,374,,2003 PDGA Professional Disc Golf World Championships,56.0,,936.0,958.0,,918.0,955.0,,62.0,61.0,906.0,,916.0,,,,,,,,,,,
129,130,0.0,Adam Klatzker,21932.0,916.0,,56,,64.0,,82.0,,,,376,,2003 PDGA Professional Disc Golf World Championships,59.0,,946.0,892.0,,911.0,930.0,,55.0,60.0,966.0,,927.0,,,,,,,,,,,
130,130,0.0,Eric Sheehan,15587.0,919.0,,59,,64.0,,76.0,,,,376,,2003 PDGA Professional Disc Golf World Championships,58.0,,916.0,892.0,,954.0,939.0,,58.0,61.0,936.0,,917.0,,,,,,,,,,,
131,132,0.0,Elijah Isaac,21256.0,,,62,,66.0,,74.0,,,,377,,2003 PDGA Professional Disc Golf World Championships,61.0,,887.0,873.0,,968.0,910.0,,56.0,58.0,956.0,,946.0,,,,,,,,,,,
132,132,0.0,Vincent Fitzpatrick,15503.0,913.0,,57,,66.0,,75.0,,,,377,,2003 PDGA Professional Disc Golf World Championships,58.0,,936.0,873.0,,961.0,939.0,,56.0,65.0,956.0,,879.0,,,,,,,,,,,
133,134,0.0,David byrd Burroughs,13009.0,964.0,,61,,60.0,,80.0,,,,379,,2003 PDGA Professional Disc Golf World Championships,58.0,,920.0,926.0,,925.0,935.0,,56.0,64.0,963.0,,887.0,,,,,,,,,,,
134,135,0.0,Stephen Ross,21595.0,858.0,,63,,59.0,,80.0,,,,382,,2003 PDGA Professional Disc Golf World Championships,61.0,,877.0,939.0,,925.0,910.0,,59.0,60.0,927.0,,927.0,,,,,,,,,,,
135,135,0.0,Dane Miller,14956.0,936.0,,57,,62.0,,87.0,,,,382,,2003 PDGA Professional Disc Golf World Championships,53.0,,936.0,911.0,,875.0,984.0,,62.0,61.0,906.0,,916.0,,,,,,,,,,,
136,135,0.0,Clinton Ehlers,16414.0,956.0,,60,,67.0,,80.0,,,,382,,2003 PDGA Professional Disc Golf World Championships,57.0,,907.0,863.0,,925.0,945.0,,55.0,63.0,973.0,,897.0,,,,,,,,,,,
137,138,0.0,Shawn Atwood,9659.0,931.0,,58,,62.0,,83.0,,,,386,,2003 PDGA Professional Disc Golf World Championships,60.0,,926.0,911.0,,904.0,920.0,,62.0,61.0,897.0,,917.0,,,,,,,,,,,
138,139,0.0,Michael Homan,17491.0,931.0,,58,,59.0,,99.0,,,,387,,2003 PDGA Professional Disc Golf World Championships,56.0,,926.0,939.0,,,955.0,,57.0,58.0,954.0,,945.0,,,,,,,,,,,
139,140,0.0,Tim crash Hinkle,4780.0,905.0,,62,,57.0,,92.0,,,,392,,2003 PDGA Professional Disc Golf World Championships,60.0,,887.0,958.0,,839.0,916.0,,61.0,60.0,916.0,,925.0,,,,,,,,,,,
140,141,0.0,Mike Burden,21941.0,922.0,,60,,68.0,,77.0,,,,397,,2003 PDGA Professional Disc Golf World Championships,66.0,,907.0,854.0,,947.0,862.0,,63.0,63.0,888.0,,898.0,,,,,,,,,,,
141,142,0.0,Adam Schmitz,23421.0,,,62,,68.0,,84.0,,,,405,,2003 PDGA Professional Disc Golf World Championships,63.0,,887.0,854.0,,896.0,886.0,,63.0,65.0,896.0,,878.0,,,,,,,,,,,
142,142,0.0,Todd a. Breiner,11606.0,901.0,,65,,64.0,,86.0,,,,405,,2003 PDGA Professional Disc Golf World Championships,59.0,,882.0,887.0,,882.0,925.0,,62.0,69.0,906.0,,839.0,,,,,,,,,,,
143,144,0.0,Steve Rico,4666.0,1034.0,,48,,54.0,,64.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,52.0,,1044.0,983.0,,1040.0,1004.0,,54.0,999.0,975.0,,,,,,,,,,,,,
144,144,0.0,Arren Griffis,15680.0,963.0,,57,,62.0,,83.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,57.0,,936.0,911.0,,904.0,945.0,,62.0,999.0,906.0,,,,,,,,,,,,,
145,144,0.0,Tim Selinske,2026.0,951.0,,60,,66.0,,127.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,58.0,,907.0,873.0,,,935.0,,65.0,999.0,877.0,,,,,,,,,,,,,
146,144,0.0,Ted Barber,11929.0,914.0,,68,,68.0,,91.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,999.0,,827.0,854.0,,846.0,,,999.0,999.0,,,,,,,,,,,,,,
147,144,0.0,Mark a. Bruce,15920.0,967.0,,52,,64.0,,999.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,999.0,,986.0,892.0,,,,,999.0,999.0,,,,,,,,,,,,,,
148,144,0.0,Brian Schweberger,12989.0,1021.0,,53,,999.0,,999.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,999.0,,996.0,,,,,,999.0,999.0,,,,,,,,,,,,,,
149,144,0.0,Coy Matthews,14716.0,921.0,,66,,999.0,,999.0,,,,DNF,,2003 PDGA Professional Disc Golf World Championships,999.0,,873.0,,,,,,999.0,999.0,,,,,,,,,,,,,,
0,1,0.0,Des Reading,15863.0,950.0,,55,,52.0,,54.0,,30.0,,247,"$1,145",US Womens Disc Golf Championships,56.0,,947.0,944.0,,952.0,961.0,,,,,,,,,,,,,,,,,
1,2,0.0,Juliana Korver,7438.0,953.0,,53,,54.0,,57.0,,28.0,,249,$715,US Womens Disc Golf Championships,57.0,,967.0,921.0,,921.0,951.0,,,,,,,,,,,,,,,,,
2,3,0.0,Ruth Steele,8803.0,925.0,,57,,55.0,,57.0,,30.0,,256,$485,US Womens Disc Golf Championships,57.0,,926.0,909.0,,921.0,951.0,,,,,,,,,,,,,,,,,
3,4,0.0,Barrett White,16737.0,905.0,,53,,54.0,,60.0,,30.0,,257,$360,US Womens Disc Golf Championships,60.0,,967.0,921.0,,890.0,922.0,,,,,,,,,,,,,,,,,
4,5,0.0,Sue Stephens,10977.0,909.0,,59,,53.0,,57.0,,,,232,$295,US Womens Disc Golf Championships,63.0,,906.0,932.0,,921.0,894.0,,,,,,,,,,,,,,,,,
5,6,0.0,Angela Tschiggfrie,16594.0,904.0,,59,,59.0,,58.0,,,,237,$213,US Womens Disc Golf Championships,61.0,,906.0,863.0,,911.0,913.0,,,,,,,,,,,,,,,,,
6,6,0.0,Carrie burl Berlogar,13815.0,924.0,,58,,57.0,,57.0,,,,237,$213,US Womens Disc Golf Championships,65.0,,916.0,886.0,,921.0,874.0,,,,,,,,,,,,,,,,,
7,8,0.0,Jennifer Ketz,12137.0,879.0,,58,,60.0,,60.0,,,,238,$175,US Womens Disc Golf Championships,60.0,,916.0,851.0,,890.0,922.0,,,,,,,,,,,,,,,,,
8,9,0.0,Michelle Bovin,18068.0,878.0,,66,,56.0,,55.0,,,,240,$160,US Womens Disc Golf Championships,63.0,,834.0,897.0,,942.0,894.0,,,,,,,,,,,,,,,,,
9,10,0.0,Suzette Helmick,11957.0,848.0,,65,,60.0,,53.0,,,,244,$140,US Womens Disc Golf Championships,66.0,,844.0,851.0,,963.0,865.0,,,,,,,,,,,,,,,,,
10,11,0.0,Courtney Peavy,18835.0,895.0,,65,,56.0,,65.0,,,,248,,US Womens Disc Golf Championships,62.0,,844.0,897.0,,838.0,903.0,,,,,,,,,,,,,,,,,
11,12,0.0,Raquel Cramlet,16492.0,865.0,,68,,57.0,,61.0,,,,252,,US Womens Disc Golf Championships,66.0,,813.0,886.0,,879.0,865.0,,,,,,,,,,,,,,,,,
12,13,0.0,Jonna Tury,17201.0,839.0,,62,,58.0,,62.0,,,,255,,US Womens Disc Golf Championships,73.0,,875.0,874.0,,869.0,797.0,,,,,,,,,,,,,,,,,
13,14,0.0,Susan Siegrist,15187.0,898.0,,68,,56.0,,62.0,,,,256,,US Womens Disc Golf Championships,70.0,,813.0,897.0,,869.0,826.0,,,,,,,,,,,,,,,,,
14,15,0.0,Erika Pray,19823.0,866.0,,63,,58.0,,64.0,,,,257,,US Womens Disc Golf Championships,72.0,,865.0,874.0,,848.0,807.0,,,,,,,,,,,,,,,,,
15,16,0.0,Lisa Warner,9519.0,877.0,,66,,57.0,,65.0,,,,259,,US Womens Disc Golf Championships,71.0,,834.0,886.0,,838.0,816.0,,,,,,,,,,,,,,,,,
16,17,0.0,Melinda Ring,19542.0,812.0,,71,,61.0,,66.0,,,,267,,US Womens Disc Golf Championships,69.0,,782.0,839.0,,827.0,836.0,,,,,,,,,,,,,,,,,
17,18,0.0,Melissa Knapp,12722.0,836.0,,65,,63.0,,69.0,,,,271,,US Womens Disc Golf Championships,74.0,,844.0,816.0,,796.0,787.0,,,,,,,,,,,,,,,,,
18,19,0.0,Sharon Jenkins,5408.0,859.0,,69,,62.0,,69.0,,,,276,,US Womens Disc Golf Championships,76.0,,803.0,828.0,,796.0,768.0,,,,,,,,,,,,,,,,,
0,1,0.0,Barry Schultz,6840.0,1037.0,,65,,60.0,,58.0,,,,243,"$10,000",United States Disc Golf Championship,60.0,,1018.0,1044.0,,1071.0,1050.0,,,,,,,,,,,,,,,,,
1,2,0.0,Ken Climo,4297.0,1035.0,,59,,57.0,,65.0,,,,243,"$5,000",United States Disc Golf Championship,62.0,,1055.0,1062.0,,1034.0,1038.0,,,,,,,,,,,,,,,,,
2,3,0.0,Scott Martin,5560.0,1014.0,,64,,61.0,,64.0,,,,251,"$3,000",United States Disc Golf Championship,62.0,,1024.0,1037.0,,1040.0,1038.0,,,,,,,,,,,,,,,,,
3,4,0.0,Cameron Todd,12827.0,1022.0,,58,,62.0,,69.0,,,,252,"$2,625",United States Disc Golf Championship,63.0,,1061.0,1031.0,,1013.0,1032.0,,,,,,,,,,,,,,,,,
4,4,0.0,Craig Leyva,5787.0,984.0,,60,,65.0,,62.0,,,,252,"$2,625",United States Disc Golf Championship,65.0,,1048.0,1012.0,,1050.0,1020.0,,,,,,,,,,,,,,,,,
5,6,0.0,Steve Rico,4666.0,1032.0,,61,,62.0,,65.0,,,,253,"$2,400",United States Disc Golf Championship,65.0,,1042.0,1031.0,,1034.0,1020.0,,,,,,,,,,,,,,,,,
6,7,0.0,Mike Randolph,6138.0,1011.0,,60,,61.0,,73.0,,,,254,"$2,300",United States Disc Golf Championship,60.0,,1048.0,1037.0,,992.0,1050.0,,,,,,,,,,,,,,,,,
7,8,0.0,Micah Dorius,14609.0,1023.0,,63,,61.0,,68.0,,,,256,"$2,200",United States Disc Golf Championship,64.0,,1030.0,1037.0,,1019.0,1026.0,,,,,,,,,,,,,,,,,
8,9,0.0,Timo Pursio,6005.0,1015.0,,64,,66.0,,65.0,,,,257,"$2,050",United States Disc Golf Championship,62.0,,1024.0,1006.0,,1034.0,1038.0,,,,,,,,,,,,,,,,,
9,9,0.0,Nolan Grider,13219.0,1007.0,,66,,62.0,,64.0,,,,257,"$2,050",United States Disc Golf Championship,65.0,,1012.0,1031.0,,1040.0,1020.0,,,,,,,,,,,,,,,,,
10,11,0.0,Walter Haney,6001.0,1021.0,,65,,64.0,,64.0,,,,258,"$1,750",United States Disc Golf Championship,65.0,,1018.0,1018.0,,1040.0,1020.0,,,,,,,,,,,,,,,,,
11,11,0.0,Ron Russell,9999.0,1026.0,,61,,59.0,,71.0,,,,258,"$1,750",United States Disc Golf Championship,67.0,,1042.0,1050.0,,1003.0,1008.0,,,,,,,,,,,,,,,,,
12,11,0.0,Dean Tannock,4028.0,992.0,,67,,58.0,,64.0,,,,258,"$1,750",United States Disc Golf Championship,69.0,,1006.0,1056.0,,1040.0,996.0,,,,,,,,,,,,,,,,,
13,11,0.0,Mike Moser,5557.0,1017.0,,61,,63.0,,65.0,,,,258,"$1,750",United States Disc Golf Championship,69.0,,1042.0,1025.0,,1034.0,996.0,,,,,,,,,,,,,,,,,
14,15,0.0,Jesper Lundmark,15239.0,1017.0,,66,,66.0,,68.0,,,,259,"$1,300",United States Disc Golf Championship,59.0,,1012.0,1006.0,,1019.0,1056.0,,,,,,,,,,,,,,,,,
15,15,0.0,Darrell Nodland,7225.0,1013.0,,64,,63.0,,68.0,,,,259,"$1,300",United States Disc Golf Championship,64.0,,1024.0,1025.0,,1019.0,1026.0,,,,,,,,,,,,,,,,,
16,15,0.0,Josh Anthon,17946.0,1018.0,,63,,64.0,,68.0,,,,259,"$1,300",United States Disc Golf Championship,64.0,,1030.0,1018.0,,1019.0,1026.0,,,,,,,,,,,,,,,,,
